scenario_id,container_id,size,teu,length,width,height,empty_weight,total_weight,cargo_weight,weight_category,cargo_type,loading_priority,destination
5,S005C0436,20ft,1,6.06,2.44,2.59,2.3,21.71,19.41,heavy,general,5,PORT_B
5,S005C0437,20ft,1,6.06,2.44,2.59,2.3,21.03,18.73,heavy,general,2,PORT_B
5,S005C0438,20ft,1,6.06,2.44,2.59,2.3,11.13,8.83,medium,general,4,PORT_B
5,S005C0439,20ft,1,6.06,2.44,2.59,2.3,6.4,4.1,light,general,4,PORT_B
5,S005C0440,20ft,1,6.06,2.44,2.59,2.3,17.31,15.01,medium,general,2,PORT_B
5,S005C0441,20ft,1,6.06,2.44,2.59,2.3,18.45,16.15,heavy,hazmat,2,PORT_B
5,S005C0442,20ft,1,6.06,2.44,2.59,2.3,13.34,11.04,medium,general,1,PORT_B
5,S005C0443,40ft,2,12.03,2.44,2.59,3.75,18.85,15.1,medium,general,4,PORT_B
5,S005C0444,40ft,2,12.03,2.44,2.59,3.75,13.36,9.61,light,general,5,PORT_B
5,S005C0445,20ft,1,6.06,2.44,2.59,2.3,5.01,2.71,light,reefer,5,PORT_B
5,S005C0446,20ft,1,6.06,2.44,2.59,2.3,6.36,4.06,light,general,1,PORT_B
5,S005C0447,20ft,1,6.06,2.44,2.59,2.3,7.83,5.53,light,general,2,PORT_B
5,S005C0448,20ft,1,6.06,2.44,2.59,2.3,17.41,15.11,medium,general,5,PORT_B
5,S005C0449,40ft,2,12.03,2.44,2.59,3.75,14.16,10.41,light,general,2,PORT_B
5,S005C0450,20ft,1,6.06,2.44,2.59,2.3,5.06,2.76,light,reefer,2,PORT_B
5,S005C0451,20ft,1,6.06,2.44,2.59,2.3,6.4,4.1,light,general,2,PORT_B
5,S005C0452,20ft,1,6.06,2.44,2.59,2.3,6.69,4.39,light,general,1,PORT_B
5,S005C0453,40ft,2,12.03,2.44,2.59,3.75,9.75,6.0,light,hazmat,5,PORT_B
5,S005C0454,20ft,1,6.06,2.44,2.59,2.3,16.18,13.88,medium,reefer,3,PORT_B
5,S005C0455,20ft,1,6.06,2.44,2.59,2.3,12.72,10.42,medium,hazmat,3,PORT_B
5,S005C0456,40ft,2,12.03,2.44,2.59,3.75,22.7,18.95,medium,reefer,2,PORT_B
5,S005C0457,20ft,1,6.06,2.44,2.59,2.3,20.12,17.82,heavy,general,5,PORT_B
5,S005C0458,20ft,1,6.06,2.44,2.59,2.3,6.38,4.08,light,general,4,PORT_B
5,S005C0459,40ft,2,12.03,2.44,2.59,3.75,26.79,23.04,heavy,general,1,PORT_B
5,S005C0460,20ft,1,6.06,2.44,2.59,2.3,23.1,20.8,heavy,general,5,PORT_B
5,S005C0461,20ft,1,6.06,2.44,2.59,2.3,7.62,5.32,light,general,1,PORT_B
5,S005C0462,20ft,1,6.06,2.44,2.59,2.3,16.6,14.3,medium,general,1,PORT_B
5,S005C0463,20ft,1,6.06,2.44,2.59,2.3,15.5,13.2,medium,general,4,PORT_B
5,S005C0464,20ft,1,6.06,2.44,2.59,2.3,9.32,7.02,light,reefer,3,PORT_B
5,S005C0465,20ft,1,6.06,2.44,2.59,2.3,12.7,10.4,medium,general,1,PORT_B
5,S005C0466,20ft,1,6.06,2.44,2.59,2.3,7.96,5.66,light,hazmat,4,PORT_B
5,S005C0467,20ft,1,6.06,2.44,2.59,2.3,20.49,18.19,heavy,general,1,PORT_B
5,S005C0468,20ft,1,6.06,2.44,2.59,2.3,5.41,3.11,light,general,4,PORT_B
5,S005C0469,20ft,1,6.06,2.44,2.59,2.3,6.13,3.83,light,general,5,PORT_B
5,S005C0470,40ft,2,12.03,2.44,2.59,3.75,7.96,4.21,light,general,5,PORT_B
5,S005C0471,40ft,2,12.03,2.44,2.59,3.75,29.52,25.77,heavy,general,3,PORT_B
5,S005C0472,40ft,2,12.03,2.44,2.59,3.75,21.81,18.06,medium,reefer,3,PORT_B
5,S005C0473,40ft,2,12.03,2.44,2.59,3.75,19.22,15.47,medium,general,4,PORT_B
5,S005C0474,40ft,2,12.03,2.44,2.59,3.75,28.45,24.7,heavy,general,1,PORT_B
5,S005C0475,40ft,2,12.03,2.44,2.59,3.75,21.52,17.77,medium,general,3,PORT_B
5,S005C0476,20ft,1,6.06,2.44,2.59,2.3,14.88,12.58,medium,general,5,PORT_B
5,S005C0477,40ft,2,12.03,2.44,2.59,3.75,17.05,13.3,medium,hazmat,4,PORT_B
5,S005C0478,20ft,1,6.06,2.44,2.59,2.3,17.7,15.4,medium,reefer,2,PORT_B
5,S005C0479,20ft,1,6.06,2.44,2.59,2.3,8.4,6.1,light,general,3,PORT_B
5,S005C0480,20ft,1,6.06,2.44,2.59,2.3,22.7,20.4,heavy,general,3,PORT_B
5,S005C0481,20ft,1,6.06,2.44,2.59,2.3,10.61,8.31,medium,general,3,PORT_B
5,S005C0482,20ft,1,6.06,2.44,2.59,2.3,5.8,3.5,light,hazmat,5,PORT_B
5,S005C0483,20ft,1,6.06,2.44,2.59,2.3,7.71,5.41,light,general,3,PORT_B
5,S005C0484,20ft,1,6.06,2.44,2.59,2.3,13.85,11.55,medium,general,1,PORT_B
5,S005C0485,20ft,1,6.06,2.44,2.59,2.3,4.52,2.22,light,reefer,3,PORT_B
5,S005C0486,20ft,1,6.06,2.44,2.59,2.3,14.75,12.45,medium,general,4,PORT_B
5,S005C0487,20ft,1,6.06,2.44,2.59,2.3,10.94,8.64,medium,reefer,5,PORT_B
5,S005C0488,40ft,2,12.03,2.44,2.59,3.75,8.26,4.51,light,general,2,PORT_B
5,S005C0489,20ft,1,6.06,2.44,2.59,2.3,12.51,10.21,medium,general,4,PORT_B
5,S005C0490,20ft,1,6.06,2.44,2.59,2.3,5.35,3.05,light,general,5,PORT_B
5,S005C0491,40ft,2,12.03,2.44,2.59,3.75,8.67,4.92,light,hazmat,1,PORT_B
5,S005C0492,20ft,1,6.06,2.44,2.59,2.3,17.18,14.88,medium,reefer,5,PORT_B
5,S005C0493,20ft,1,6.06,2.44,2.59,2.3,8.6,6.3,light,general,1,PORT_B
5,S005C0494,40ft,2,12.03,2.44,2.59,3.75,29.85,26.1,heavy,general,1,PORT_B
5,S005C0495,40ft,2,12.03,2.44,2.59,3.75,22.55,18.8,medium,general,5,PORT_B
5,S005C0496,40ft,2,12.03,2.44,2.59,3.75,9.63,5.88,light,hazmat,1,PORT_B
5,S005C0497,20ft,1,6.06,2.44,2.59,2.3,11.21,8.91,medium,general,1,PORT_B
5,S005C0498,20ft,1,6.06,2.44,2.59,2.3,7.72,5.42,light,general,4,PORT_B
5,S005C0499,20ft,1,6.06,2.44,2.59,2.3,17.31,15.01,medium,general,2,PORT_B
5,S005C0500,20ft,1,6.06,2.44,2.59,2.3,9.03,6.73,light,reefer,3,PORT_B
5,S005C0501,20ft,1,6.06,2.44,2.59,2.3,20.44,18.14,heavy,general,3,PORT_B
5,S005C0502,40ft,2,12.03,2.44,2.59,3.75,10.7,6.95,light,general,3,PORT_B
5,S005C0503,20ft,1,6.06,2.44,2.59,2.3,18.45,16.15,heavy,general,5,PORT_B
5,S005C0504,20ft,1,6.06,2.44,2.59,2.3,14.39,12.09,medium,reefer,5,PORT_B
5,S005C0505,40ft,2,12.03,2.44,2.59,3.75,23.27,19.52,medium,general,4,PORT_B
5,S005C0506,40ft,2,12.03,2.44,2.59,3.75,13.56,9.81,light,general,4,PORT_B
5,S005C0507,40ft,2,12.03,2.44,2.59,3.75,24.24,20.49,heavy,hazmat,1,PORT_B
5,S005C0508,20ft,1,6.06,2.44,2.59,2.3,18.28,15.98,medium,general,5,PORT_B
5,S005C0509,40ft,2,12.03,2.44,2.59,3.75,21.61,17.86,medium,general,5,PORT_B
5,S005C0510,20ft,1,6.06,2.44,2.59,2.3,15.57,13.27,medium,general,5,PORT_B
5,S005C0511,20ft,1,6.06,2.44,2.59,2.3,5.47,3.17,light,reefer,5,PORT_B
5,S005C0512,20ft,1,6.06,2.44,2.59,2.3,20.17,17.87,heavy,general,3,PORT_B
5,S005C0513,20ft,1,6.06,2.44,2.59,2.3,16.29,13.99,medium,hazmat,1,PORT_B
5,S005C0514,40ft,2,12.03,2.44,2.59,3.75,13.61,9.86,light,general,4,PORT_B
5,S005C0515,20ft,1,6.06,2.44,2.59,2.3,7.66,5.36,light,general,1,PORT_B
5,S005C0516,20ft,1,6.06,2.44,2.59,2.3,15.14,12.84,medium,general,4,PORT_B
5,S005C0517,20ft,1,6.06,2.44,2.59,2.3,9.27,6.97,light,reefer,2,PORT_B
5,S005C0518,20ft,1,6.06,2.44,2.59,2.3,9.76,7.46,light,general,5,PORT_B
5,S005C0519,40ft,2,12.03,2.44,2.59,3.75,9.83,6.08,light,reefer,3,PORT_B
5,S005C0520,20ft,1,6.06,2.44,2.59,2.3,4.79,2.49,light,general,4,PORT_B
5,S005C0521,20ft,1,6.06,2.44,2.59,2.3,21.58,19.28,heavy,general,2,PORT_B
5,S005C0522,20ft,1,6.06,2.44,2.59,2.3,18.39,16.09,heavy,general,1,PORT_B
5,S005C0523,20ft,1,6.06,2.44,2.59,2.3,7.63,5.33,light,reefer,4,PORT_B
5,S005C0524,40ft,2,12.03,2.44,2.59,3.75,14.71,10.96,light,general,4,PORT_B
5,S005C0525,20ft,1,6.06,2.44,2.59,2.3,18.22,15.92,medium,general,2,PORT_B
5,S005C0526,20ft,1,6.06,2.44,2.59,2.3,23.54,21.24,heavy,general,4,PORT_B
5,S005C0527,20ft,1,6.06,2.44,2.59,2.3,8.48,6.18,light,reefer,2,PORT_B
5,S005C0528,40ft,2,12.03,2.44,2.59,3.75,10.44,6.69,light,general,3,PORT_B
5,S005C0529,40ft,2,12.03,2.44,2.59,3.75,16.61,12.86,medium,reefer,1,PORT_B
5,S005C0530,20ft,1,6.06,2.44,2.59,2.3,13.14,10.84,medium,general,4,PORT_B
5,S005C0531,20ft,1,6.06,2.44,2.59,2.3,16.23,13.93,medium,general,4,PORT_B
5,S005C0532,20ft,1,6.06,2.44,2.59,2.3,15.9,13.6,medium,general,2,PORT_B
5,S005C0533,40ft,2,12.03,2.44,2.59,3.75,23.08,19.33,medium,reefer,5,PORT_B
5,S005C0534,20ft,1,6.06,2.44,2.59,2.3,4.35,2.05,light,hazmat,5,PORT_B
5,S005C0535,20ft,1,6.06,2.44,2.59,2.3,13.93,11.63,medium,general,3,PORT_B
5,S005C0536,20ft,1,6.06,2.44,2.59,2.3,8.64,6.34,light,general,3,PORT_B
5,S005C0537,40ft,2,12.03,2.44,2.59,3.75,10.13,6.38,light,general,3,PORT_B
5,S005C0538,20ft,1,6.06,2.44,2.59,2.3,17.48,15.18,medium,general,5,PORT_B
5,S005C0539,20ft,1,6.06,2.44,2.59,2.3,13.71,11.41,medium,general,3,PORT_B
5,S005C0540,20ft,1,6.06,2.44,2.59,2.3,5.37,3.07,light,general,2,PORT_B
5,S005C0541,20ft,1,6.06,2.44,2.59,2.3,16.18,13.88,medium,general,2,PORT_B
5,S005C0542,20ft,1,6.06,2.44,2.59,2.3,14.9,12.6,medium,general,5,PORT_B
5,S005C0543,20ft,1,6.06,2.44,2.59,2.3,6.01,3.71,light,general,1,PORT_B
5,S005C0544,20ft,1,6.06,2.44,2.59,2.3,6.93,4.63,light,general,2,PORT_B
5,S005C0545,20ft,1,6.06,2.44,2.59,2.3,19.78,17.48,heavy,general,5,PORT_B
5,S005C0546,40ft,2,12.03,2.44,2.59,3.75,9.6,5.85,light,general,3,PORT_B
5,S005C0547,20ft,1,6.06,2.44,2.59,2.3,7.61,5.31,light,reefer,5,PORT_B
5,S005C0548,40ft,2,12.03,2.44,2.59,3.75,12.54,8.79,light,general,1,PORT_B
5,S005C0549,20ft,1,6.06,2.44,2.59,2.3,11.86,9.56,medium,general,4,PORT_B
5,S005C0550,20ft,1,6.06,2.44,2.59,2.3,5.99,3.69,light,general,5,PORT_B
5,S005C0551,20ft,1,6.06,2.44,2.59,2.3,14.47,12.17,medium,general,4,PORT_B
5,S005C0552,20ft,1,6.06,2.44,2.59,2.3,22.38,20.08,heavy,general,1,PORT_B
5,S005C0553,20ft,1,6.06,2.44,2.59,2.3,21.11,18.81,heavy,general,1,PORT_B
5,S005C0554,20ft,1,6.06,2.44,2.59,2.3,22.47,20.17,heavy,hazmat,1,PORT_B
5,S005C0555,20ft,1,6.06,2.44,2.59,2.3,16.25,13.95,medium,general,2,PORT_B
5,S005C0556,40ft,2,12.03,2.44,2.59,3.75,9.0,5.25,light,general,3,PORT_B
5,S005C0557,20ft,1,6.06,2.44,2.59,2.3,16.18,13.88,medium,general,1,PORT_B
6,S006C0001,20ft,1,6.06,2.44,2.59,2.3,17.76,15.46,medium,general,5,PORT_B
6,S006C0002,20ft,1,6.06,2.44,2.59,2.3,7.65,5.35,light,general,1,PORT_B
6,S006C0003,40ft,2,12.03,2.44,2.59,3.75,17.72,13.97,medium,reefer,5,PORT_B
6,S006C0004,20ft,1,6.06,2.44,2.59,2.3,19.56,17.26,heavy,general,2,PORT_B
6,S006C0005,20ft,1,6.06,2.44,2.59,2.3,14.18,11.88,medium,general,2,PORT_B
6,S006C0006,40ft,2,12.03,2.44,2.59,3.75,16.8,13.05,medium,general,1,PORT_B
6,S006C0007,20ft,1,6.06,2.44,2.59,2.3,22.57,20.27,heavy,general,1,PORT_B
6,S006C0008,20ft,1,6.06,2.44,2.59,2.3,7.65,5.35,light,hazmat,2,PORT_B
6,S006C0009,40ft,2,12.03,2.44,2.59,3.75,11.1,7.35,light,general,3,PORT_B
6,S006C0010,40ft,2,12.03,2.44,2.59,3.75,20.42,16.67,medium,general,3,PORT_B
6,S006C0011,20ft,1,6.06,2.44,2.59,2.3,17.93,15.63,medium,general,3,PORT_B
6,S006C0012,20ft,1,6.06,2.44,2.59,2.3,22.11,19.81,heavy,hazmat,4,PORT_B
6,S006C0013,40ft,2,12.03,2.44,2.59,3.75,18.61,14.86,medium,general,4,PORT_B
6,S006C0014,20ft,1,6.06,2.44,2.59,2.3,4.97,2.67,light,general,3,PORT_B
6,S006C0015,20ft,1,6.06,2.44,2.59,2.3,20.15,17.85,heavy,general,4,PORT_B
6,S006C0016,20ft,1,6.06,2.44,2.59,2.3,10.04,7.74,light,general,1,PORT_B
6,S006C0017,20ft,1,6.06,2.44,2.59,2.3,15.94,13.64,medium,general,4,PORT_B
6,S006C0018,20ft,1,6.06,2.44,2.59,2.3,15.8,13.5,medium,general,1,PORT_B
6,S006C0019,20ft,1,6.06,2.44,2.59,2.3,5.59,3.29,light,general,4,PORT_B
6,S006C0020,20ft,1,6.06,2.44,2.59,2.3,12.89,10.59,medium,general,3,PORT_B
6,S006C0021,20ft,1,6.06,2.44,2.59,2.3,6.95,4.65,light,general,4,PORT_B
6,S006C0022,20ft,1,6.06,2.44,2.59,2.3,19.83,17.53,heavy,general,2,PORT_B
6,S006C0023,20ft,1,6.06,2.44,2.59,2.3,10.67,8.37,medium,general,4,PORT_B
6,S006C0024,20ft,1,6.06,2.44,2.59,2.3,9.55,7.25,light,general,5,PORT_B
6,S006C0025,20ft,1,6.06,2.44,2.59,2.3,11.18,8.88,medium,general,5,PORT_B
6,S006C0026,40ft,2,12.03,2.44,2.59,3.75,12.59,8.84,light,hazmat,1,PORT_B
6,S006C0027,40ft,2,12.03,2.44,2.59,3.75,10.78,7.03,light,general,3,PORT_B
6,S006C0028,20ft,1,6.06,2.44,2.59,2.3,14.72,12.42,medium,general,1,PORT_B
6,S006C0029,20ft,1,6.06,2.44,2.59,2.3,7.51,5.21,light,general,2,PORT_B
6,S006C0030,20ft,1,6.06,2.44,2.59,2.3,8.61,6.31,light,hazmat,3,PORT_B
6,S006C0031,20ft,1,6.06,2.44,2.59,2.3,20.19,17.89,heavy,general,2,PORT_B
6,S006C0032,40ft,2,12.03,2.44,2.59,3.75,23.27,19.52,medium,general,1,PORT_B
6,S006C0033,20ft,1,6.06,2.44,2.59,2.3,14.51,12.21,medium,general,5,PORT_B
6,S006C0034,20ft,1,6.06,2.44,2.59,2.3,10.64,8.34,medium,general,3,PORT_B
6,S006C0035,20ft,1,6.06,2.44,2.59,2.3,8.09,5.79,light,general,2,PORT_B
6,S006C0036,20ft,1,6.06,2.44,2.59,2.3,5.04,2.74,light,general,4,PORT_B
6,S006C0037,40ft,2,12.03,2.44,2.59,3.75,22.3,18.55,medium,general,3,PORT_B
6,S006C0038,20ft,1,6.06,2.44,2.59,2.3,7.33,5.03,light,hazmat,4,PORT_B
6,S006C0039,20ft,1,6.06,2.44,2.59,2.3,9.28,6.98,light,general,5,PORT_B
6,S006C0040,20ft,1,6.06,2.44,2.59,2.3,7.83,5.53,light,general,4,PORT_B
6,S006C0041,20ft,1,6.06,2.44,2.59,2.3,17.17,14.87,medium,general,3,PORT_B
6,S006C0042,20ft,1,6.06,2.44,2.59,2.3,10.49,8.19,medium,general,3,PORT_B
6,S006C0043,20ft,1,6.06,2.44,2.59,2.3,5.89,3.59,light,general,5,PORT_B
6,S006C0044,20ft,1,6.06,2.44,2.59,2.3,6.88,4.58,light,general,2,PORT_B
6,S006C0045,20ft,1,6.06,2.44,2.59,2.3,14.17,11.87,medium,general,5,PORT_B
6,S006C0046,20ft,1,6.06,2.44,2.59,2.3,4.4,2.1,light,reefer,4,PORT_B
6,S006C0047,40ft,2,12.03,2.44,2.59,3.75,18.73,14.98,medium,hazmat,5,PORT_B
6,S006C0048,40ft,2,12.03,2.44,2.59,3.75,9.54,5.79,light,general,1,PORT_B
6,S006C0049,20ft,1,6.06,2.44,2.59,2.3,13.88,11.58,medium,general,4,PORT_B
6,S006C0050,40ft,2,12.03,2.44,2.59,3.75,10.23,6.48,light,hazmat,2,PORT_B
6,S006C0051,40ft,2,12.03,2.44,2.59,3.75,24.35,20.6,heavy,general,2,PORT_B
6,S006C0052,20ft,1,6.06,2.44,2.59,2.3,21.09,18.79,heavy,reefer,2,PORT_B
6,S006C0053,20ft,1,6.06,2.44,2.59,2.3,8.0,5.7,light,general,4,PORT_B
6,S006C0054,20ft,1,6.06,2.44,2.59,2.3,14.83,12.53,medium,general,2,PORT_B
6,S006C0055,20ft,1,6.06,2.44,2.59,2.3,12.32,10.02,medium,general,3,PORT_B
6,S006C0056,40ft,2,12.03,2.44,2.59,3.75,8.95,5.2,light,general,3,PORT_B
6,S006C0057,40ft,2,12.03,2.44,2.59,3.75,19.0,15.25,medium,general,1,PORT_B
6,S006C0058,20ft,1,6.06,2.44,2.59,2.3,16.34,14.04,medium,general,4,PORT_B
6,S006C0059,20ft,1,6.06,2.44,2.59,2.3,17.98,15.68,medium,general,2,PORT_B
6,S006C0060,20ft,1,6.06,2.44,2.59,2.3,14.16,11.86,medium,general,5,PORT_B
6,S006C0061,40ft,2,12.03,2.44,2.59,3.75,24.26,20.51,heavy,general,1,PORT_B
6,S006C0062,20ft,1,6.06,2.44,2.59,2.3,13.31,11.01,medium,hazmat,1,PORT_B
6,S006C0063,20ft,1,6.06,2.44,2.59,2.3,11.27,8.97,medium,general,2,PORT_B
6,S006C0064,20ft,1,6.06,2.44,2.59,2.3,18.95,16.65,heavy,reefer,4,PORT_B
6,S006C0065,20ft,1,6.06,2.44,2.59,2.3,9.12,6.82,light,general,4,PORT_B
6,S006C0066,20ft,1,6.06,2.44,2.59,2.3,14.68,12.38,medium,general,4,PORT_B
6,S006C0067,20ft,1,6.06,2.44,2.59,2.3,6.91,4.61,light,hazmat,3,PORT_B
6,S006C0068,40ft,2,12.03,2.44,2.59,3.75,27.98,24.23,heavy,general,5,PORT_B
6,S006C0069,20ft,1,6.06,2.44,2.59,2.3,13.27,10.97,medium,general,2,PORT_B
6,S006C0070,20ft,1,6.06,2.44,2.59,2.3,8.41,6.11,light,general,5,PORT_B
6,S006C0071,40ft,2,12.03,2.44,2.59,3.75,20.59,16.84,medium,general,4,PORT_B
6,S006C0072,20ft,1,6.06,2.44,2.59,2.3,6.28,3.98,light,general,2,PORT_B
6,S006C0073,20ft,1,6.06,2.44,2.59,2.3,16.94,14.64,medium,hazmat,1,PORT_B
6,S006C0074,20ft,1,6.06,2.44,2.59,2.3,11.5,9.2,medium,general,1,PORT_B
6,S006C0075,20ft,1,6.06,2.44,2.59,2.3,5.43,3.13,light,general,1,PORT_B
6,S006C0076,20ft,1,6.06,2.44,2.59,2.3,11.06,8.76,medium,general,5,PORT_B
6,S006C0077,20ft,1,6.06,2.44,2.59,2.3,10.83,8.53,medium,general,5,PORT_B
6,S006C0078,20ft,1,6.06,2.44,2.59,2.3,4.38,2.08,light,general,2,PORT_B
6,S006C0079,20ft,1,6.06,2.44,2.59,2.3,9.77,7.47,light,general,4,PORT_B
6,S006C0080,40ft,2,12.03,2.44,2.59,3.75,18.69,14.94,medium,general,4,PORT_B
6,S006C0081,20ft,1,6.06,2.44,2.59,2.3,15.43,13.13,medium,general,2,PORT_B
6,S006C0082,20ft,1,6.06,2.44,2.59,2.3,11.12,8.82,medium,general,2,PORT_B
6,S006C0083,20ft,1,6.06,2.44,2.59,2.3,7.68,5.38,light,general,2,PORT_B
6,S006C0084,20ft,1,6.06,2.44,2.59,2.3,16.43,14.13,medium,general,3,PORT_B
6,S006C0085,40ft,2,12.03,2.44,2.59,3.75,20.49,16.74,medium,general,3,PORT_B
6,S006C0086,40ft,2,12.03,2.44,2.59,3.75,27.93,24.18,heavy,reefer,4,PORT_B
6,S006C0087,20ft,1,6.06,2.44,2.59,2.3,9.0,6.7,light,general,2,PORT_B
6,S006C0088,20ft,1,6.06,2.44,2.59,2.3,21.81,19.51,heavy,general,2,PORT_B
6,S006C0089,20ft,1,6.06,2.44,2.59,2.3,10.3,8.0,medium,general,1,PORT_B
6,S006C0090,20ft,1,6.06,2.44,2.59,2.3,9.14,6.84,light,general,4,PORT_B
6,S006C0091,40ft,2,12.03,2.44,2.59,3.75,18.17,14.42,medium,general,1,PORT_B
6,S006C0092,20ft,1,6.06,2.44,2.59,2.3,13.32,11.02,medium,general,4,PORT_B
6,S006C0093,40ft,2,12.03,2.44,2.59,3.75,18.24,14.49,medium,general,5,PORT_B
6,S006C0094,20ft,1,6.06,2.44,2.59,2.3,17.37,15.07,medium,general,2,PORT_B
6,S006C0095,20ft,1,6.06,2.44,2.59,2.3,23.05,20.75,heavy,general,2,PORT_B
6,S006C0096,20ft,1,6.06,2.44,2.59,2.3,14.22,11.92,medium,general,3,PORT_B
6,S006C0097,40ft,2,12.03,2.44,2.59,3.75,14.95,11.2,light,general,3,PORT_B
6,S006C0098,20ft,1,6.06,2.44,2.59,2.3,6.49,4.19,light,general,4,PORT_B
6,S006C0099,40ft,2,12.03,2.44,2.59,3.75,21.58,17.83,medium,hazmat,2,PORT_B
6,S006C0100,40ft,2,12.03,2.44,2.59,3.75,23.73,19.98,medium,reefer,2,PORT_B
6,S006C0101,20ft,1,6.06,2.44,2.59,2.3,9.9,7.6,light,reefer,1,PORT_B
6,S006C0102,20ft,1,6.06,2.44,2.59,2.3,14.51,12.21,medium,reefer,1,PORT_B
6,S006C0103,40ft,2,12.03,2.44,2.59,3.75,8.5,4.75,light,hazmat,3,PORT_B
6,S006C0104,20ft,1,6.06,2.44,2.59,2.3,10.4,8.1,medium,general,3,PORT_B
6,S006C0105,20ft,1,6.06,2.44,2.59,2.3,15.43,13.13,medium,general,4,PORT_B
6,S006C0106,20ft,1,6.06,2.44,2.59,2.3,22.31,20.01,heavy,general,3,PORT_B
6,S006C0107,40ft,2,12.03,2.44,2.59,3.75,12.33,8.58,light,general,1,PORT_B
6,S006C0108,40ft,2,12.03,2.44,2.59,3.75,29.98,26.23,heavy,general,4,PORT_B
6,S006C0109,20ft,1,6.06,2.44,2.59,2.3,8.8,6.5,light,general,5,PORT_B
6,S006C0110,20ft,1,6.06,2.44,2.59,2.3,4.47,2.17,light,general,2,PORT_B
6,S006C0111,40ft,2,12.03,2.44,2.59,3.75,22.72,18.97,medium,general,2,PORT_B
6,S006C0112,20ft,1,6.06,2.44,2.59,2.3,17.07,14.77,medium,hazmat,1,PORT_B
6,S006C0113,20ft,1,6.06,2.44,2.59,2.3,10.8,8.5,medium,general,1,PORT_B
6,S006C0114,20ft,1,6.06,2.44,2.59,2.3,9.42,7.12,light,general,5,PORT_B
6,S006C0115,40ft,2,12.03,2.44,2.59,3.75,14.45,10.7,light,general,3,PORT_B
6,S006C0116,40ft,2,12.03,2.44,2.59,3.75,15.64,11.89,light,general,3,PORT_B
6,S006C0117,20ft,1,6.06,2.44,2.59,2.3,8.29,5.99,light,reefer,4,PORT_B
6,S006C0118,40ft,2,12.03,2.44,2.59,3.75,16.27,12.52,medium,general,5,PORT_B
6,S006C0119,20ft,1,6.06,2.44,2.59,2.3,10.97,8.67,medium,reefer,4,PORT_B
6,S006C0120,20ft,1,6.06,2.44,2.59,2.3,5.49,3.19,light,general,5,PORT_B
6,S006C0121,20ft,1,6.06,2.44,2.59,2.3,8.78,6.48,light,general,1,PORT_B
6,S006C0122,20ft,1,6.06,2.44,2.59,2.3,6.4,4.1,light,general,3,PORT_B
6,S006C0123,20ft,1,6.06,2.44,2.59,2.3,15.87,13.57,medium,general,5,PORT_B
6,S006C0124,20ft,1,6.06,2.44,2.59,2.3,9.81,7.51,light,general,2,PORT_B
6,S006C0125,40ft,2,12.03,2.44,2.59,3.75,10.29,6.54,light,general,1,PORT_B
6,S006C0126,40ft,2,12.03,2.44,2.59,3.75,7.83,4.08,light,general,3,PORT_B
6,S006C0127,20ft,1,6.06,2.44,2.59,2.3,8.65,6.35,light,hazmat,2,PORT_B
6,S006C0128,20ft,1,6.06,2.44,2.59,2.3,15.44,13.14,medium,general,2,PORT_B
6,S006C0129,40ft,2,12.03,2.44,2.59,3.75,16.81,13.06,medium,reefer,1,PORT_B
6,S006C0130,20ft,1,6.06,2.44,2.59,2.3,11.72,9.42,medium,general,2,PORT_B
6,S006C0131,40ft,2,12.03,2.44,2.59,3.75,9.56,5.81,light,general,2,PORT_B
6,S006C0132,20ft,1,6.06,2.44,2.59,2.3,19.31,17.01,heavy,general,3,PORT_B
6,S006C0133,20ft,1,6.06,2.44,2.59,2.3,12.42,10.12,medium,general,4,PORT_B
6,S006C0134,20ft,1,6.06,2.44,2.59,2.3,13.09,10.79,medium,general,5,PORT_B
6,S006C0135,20ft,1,6.06,2.44,2.59,2.3,15.8,13.5,medium,general,2,PORT_B
6,S006C0136,20ft,1,6.06,2.44,2.59,2.3,21.64,19.34,heavy,general,2,PORT_B
6,S006C0137,20ft,1,6.06,2.44,2.59,2.3,18.25,15.95,medium,hazmat,4,PORT_B
6,S006C0138,20ft,1,6.06,2.44,2.59,2.3,15.76,13.46,medium,general,3,PORT_B
6,S006C0139,20ft,1,6.06,2.44,2.59,2.3,10.11,7.81,light,reefer,5,PORT_B
6,S006C0140,40ft,2,12.03,2.44,2.59,3.75,16.48,12.73,medium,general,2,PORT_B
6,S006C0141,20ft,1,6.06,2.44,2.59,2.3,5.87,3.57,light,general,1,PORT_B
6,S006C0142,20ft,1,6.06,2.44,2.59,2.3,11.79,9.49,medium,general,2,PORT_B
6,S006C0143,20ft,1,6.06,2.44,2.59,2.3,13.28,10.98,medium,general,4,PORT_B
6,S006C0144,40ft,2,12.03,2.44,2.59,3.75,16.02,12.27,medium,general,1,PORT_B
6,S006C0145,40ft,2,12.03,2.44,2.59,3.75,22.96,19.21,medium,general,2,PORT_B
6,S006C0146,20ft,1,6.06,2.44,2.59,2.3,12.99,10.69,medium,general,1,PORT_B
6,S006C0147,20ft,1,6.06,2.44,2.59,2.3,20.05,17.75,heavy,general,4,PORT_B
6,S006C0148,20ft,1,6.06,2.44,2.59,2.3,4.43,2.13,light,reefer,5,PORT_B
6,S006C0149,20ft,1,6.06,2.44,2.59,2.3,15.86,13.56,medium,reefer,4,PORT_B
